Vehicle_ID,Distance_Traveled,Battery_Capacity,Processing_Capability,Available_Storage,Number_of_Other_Tasks,Network_Latency,Number_of_Transactions,Block_Size
#06872,272.8051553,3477.826857,1.533441761,962.8755865,9,196.4625288,1389.282154,1.114618481
#06873,655.4752721,3851.205156,2.395333661,799.5729788,13,139.0093801,2391.889223,6.561776413
#06874,42.06989014,2466.553809,1.72428732,228.5040579,0,30.02282238,2557.9278,2.040248002
#06875,1.850083157,2509.439059,2.210402142,665.5536174,2,13.32989096,389.9945282,9.119094365
#06876,887.1853511,3770.790286,1.862142848,467.765507,4,181.8509929,3123.346349,7.253029457
#06877,964.3644864,2434.77055,2.779426008,195.2655185,14,86.41322237,90.08098481,4.239373936
#06878,905.7070499,3763.815772,1.770434206,414.6109576,19,46.64622634,3366.451038,8.940081782
#06879,216.246102,2908.226103,2.868087972,917.8067483,10,117.406334,2914.642004,5.047886087
#06880,754.9031458,4598.859705,2.349979329,684.3401851,19,111.446365,2802.247063,7.959435179
#06881,457.0115326,3353.226857,2.633511602,573.7185601,1,116.1181065,1760.353231,2.976921151
#06882,71.87292384,4522.243452,2.312895411,489.3361102,1,182.3737712,1518.476571,1.249113967
#06883,795.191159,4947.784091,1.080852285,922.2287007,2,12.08380331,780.4673373,8.577006078
#06884,808.3665819,2290.251761,1.441049084,583.9927126,8,106.2262389,3442.540477,3.772097506
#06885,722.2555297,2356.493393,2.908048855,773.8255408,18,43.09746594,4291.318077,2.338738412
#06886,996.5541992,2872.19289,2.327534394,352.7995185,7,24.37212807,4449.446346,8.990977647
#06887,992.1250178,2126.400015,2.768195959,133.4787703,0,136.2671918,643.9740414,2.479235649
#06888,180.240982,2754.548049,1.207186433,432.9738824,0,146.7452352,1231.914756,9.581140807
#06889,795.6170513,4583.404252,2.784975765,173.751241,2,130.5137248,317.6248604,7.374722572
#06890,660.1642735,4398.906283,2.974334843,535.0273002,0,19.57089375,412.4065984,3.389451655
#06891,726.7414687,2582.967217,2.103087947,644.7524714,8,55.85848162,2920.26041,8.518775533
#06892,990.9096015,2574.356885,1.062073011,832.4105397,17,121.5596282,700.5654456,8.746621656
#06893,836.782631,3000.676491,2.487121561,697.6365278,1,98.26860538,1074.744514,5.398544535
#06894,392.1257757,3962.993837,2.548572173,936.1268504,0,138.3396677,376.8715664,8.454620815
#06895,937.5281548,4102.409262,2.148859757,596.2518397,9,50.55446742,3690.391029,5.936058111
#06896,875.2903107,4960.037667,2.612728742,790.1032153,18,174.6140871,4165.133392,9.541370472
#06897,706.5273436,3318.857271,2.104721175,199.0651399,12,177.6381293,1038.130585,1.765447124
#06898,937.0223736,4780.40599,1.17459713,615.5739635,18,22.00578523,2510.227996,9.129162337
#06899,462.8044988,2328.088168,2.84193799,373.0618456,4,136.397346,3310.926001,4.378903517
#06900,713.5429757,2056.298422,2.052232108,779.2125122,18,103.2839285,4674.553644,8.207516634
#06901,5.083207428,4462.797451,2.814704828,179.8718487,3,192.2464028,4419.572015,3.64010931
#06902,569.0125008,3877.988718,2.720368287,890.5737622,12,67.50604367,1194.565342,5.82925736
#06903,723.965377,2194.613273,1.295836573,666.9015051,4,69.3582849,3401.073821,3.080538401
#06904,383.6288706,3176.633349,1.821940026,975.8618971,14,16.36677635,2227.248743,2.733840893
#06905,868.0503559,4418.193785,1.621565543,761.5597901,12,70.08739747,1590.979037,5.599670117
#06906,485.5827395,2927.804722,1.067616201,180.2941546,19,62.20744354,1962.588569,8.392946758
#06907,283.2688045,4896.137811,2.011212211,899.5416038,10,172.8881538,4579.833282,9.074849748
#06908,549.8955808,4052.12476,1.245752402,897.2019572,18,11.26559773,4535.461516,6.457767008
#06909,905.6102519,4172.45808,1.56731147,385.3496998,14,157.877667,699.4274764,3.100647403
#06910,682.7664167,4962.342453,1.446902785,928.4297601,1,126.5447208,851.4647191,8.022675526
#06911,950.1292709,4291.197007,1.124746964,1018.307898,6,111.5728197,654.4283849,1.834407996
#06912,448.1716566,4042.914073,2.454971904,510.416935,1,51.51756652,1269.072933,4.5693854
#06913,658.8210125,3925.133868,2.873170697,334.6568147,14,195.6517512,764.7216701,3.992031994
#06914,628.765227,4567.011596,2.489508478,932.316416,13,82.0534715,4068.576145,2.142093927
#06915,239.8840522,3972.063269,2.627392337,982.7408708,6,12.22535654,4384.641321,2.484459728
#06916,744.8309256,2017.335593,1.044517066,591.7976282,19,142.570149,4863.535098,6.312550183
#06917,68.92369183,4048.766519,2.08330993,904.4680277,7,124.3567428,479.3204433,2.829751428
#06918,575.5490545,3430.409418,1.85764074,705.1908759,13,51.825107,2308.321964,2.949414304
#06919,178.8369434,3800.180699,1.92799541,997.0163108,5,199.8283119,613.3324911,6.287188915
#06920,189.1552158,3479.707922,2.555303667,642.6062669,17,169.0304388,4631.97352,2.166195363
#06921,979.8517124,2067.735998,1.971568309,284.9823361,18,79.33767103,3719.630683,3.115844545
#06922,385.1361484,4652.560518,2.75778721,200.356806,11,142.1648912,4688.797028,1.576616817
#06923,520.091825,4744.436769,1.99191379,188.704988,11,15.73564906,1456.350773,5.835617657
#06924,665.4486725,3393.987366,2.96343414,413.914441,16,11.13907757,4712.498973,5.989706609
#06925,498.7926289,4647.301532,2.466399003,554.810796,12,129.4315855,3625.274996,2.279352204
#06926,726.1505626,4701.739731,2.452605478,444.4108707,13,159.2142612,688.7765538,2.356505052
#06927,27.00419445,4422.325449,2.521411302,939.9136773,8,43.17868571,3667.972588,9.253587494
#06928,677.024845,4955.204301,1.104924331,823.1573346,18,182.3689536,3352.10372,1.102223642
#06929,325.069104,2477.715183,2.138294787,938.2027316,14,180.5105727,2437.153291,6.092855262
#06930,879.4847329,3314.135455,2.477307847,741.5867477,6,175.6458059,2043.619264,6.049518584
#06931,144.2645123,3220.661976,2.553641661,987.8797342,12,181.0406267,4790.923806,7.416457006
#06932,31.61282054,4744.310283,1.906117356,712.2675629,7,173.77447,3555.193812,7.933462285
#06933,61.89014339,2531.094806,2.776609074,639.2190296,11,94.89584668,1443.14348,3.256391239
#06934,522.6629789,4312.149386,2.816245279,329.3711609,12,110.3788418,1954.002358,1.757471966
#06935,216.0334226,2496.902803,2.454914926,529.9302675,0,79.99019672,4444.681799,1.079462711
#06936,753.4245166,4246.920686,2.712499522,682.1298247,5,32.37468128,3879.176529,1.543803055
#06937,56.47047425,4181.892946,1.870466562,422.0911223,18,76.93275748,989.3866942,3.50504516
#06938,235.5940693,3745.754597,1.243119885,606.0944192,13,167.1983978,3641.406724,6.505405806
#06939,830.4113797,2760.430525,1.9120547,182.3450276,4,176.9084749,2242.836572,8.19386739
#06940,46.59551777,4338.344182,1.538995267,250.395284,18,86.66308152,1617.943447,5.569424345
#06941,787.825204,4612.625506,1.895850016,988.82931,1,67.81867403,2084.752685,2.75796929
#06942,112.6532942,2089.147197,1.689041111,550.3461209,14,171.0090761,2802.411818,6.65107103
#06943,842.9162505,4397.98049,1.66234418,724.2676048,2,13.55496599,2948.401333,6.335985788
#06944,784.2581358,3243.531005,2.11753842,170.2013578,12,153.8004265,3897.221154,4.439029985
#06945,219.5370558,3527.846196,1.35825014,220.0882034,2,55.22795407,1493.006434,6.028615605
#06946,402.5704831,2095.201144,1.837983593,426.3261785,1,143.0260777,2345.237577,8.257890103
#06947,458.5465558,2280.560408,1.522609179,658.7150557,3,37.68635811,999.7750787,4.875446636
#06948,394.3827425,2902.112503,2.99912478,844.766244,0,199.8897051,3565.966184,2.172467491
#06949,211.8205906,3687.745001,1.830355511,1006.259878,8,54.39934119,3258.882928,9.582228303
#06950,226.9317122,4602.734308,1.901732912,194.4964333,1,153.5052703,2195.735273,3.420746948
#06951,691.00517,4595.592503,1.133998991,503.0057845,6,175.4179072,2094.807163,7.066415739
#06952,152.4055681,4873.973466,1.125686289,164.0498415,11,57.78438286,4811.180863,6.211430856
#06953,282.7046049,2021.48385,2.034936498,708.1616316,0,108.5285025,1815.580298,7.481635722
#06954,63.9627988,3238.166404,2.87127499,242.6907209,3,167.0184987,2624.44437,6.401754086
#06955,218.8902275,4967.785414,2.452022725,325.000965,9,146.2027516,1486.137076,1.850178044
#06956,38.77074177,3613.154,2.939047594,1000.696493,3,153.7315078,1829.11771,3.904161213
#06957,698.6403951,2925.52183,2.237044878,403.1290732,12,56.49589971,896.7599049,2.690947091
#06958,405.0246563,4451.615607,2.105328625,428.1958432,14,17.04262784,75.7890968,4.650360738
#06959,378.2906189,3466.152911,1.433994001,820.1175592,7,195.7067634,136.3047327,5.617084938
#06960,486.1525978,3361.985527,1.06897931,866.6685224,16,192.9720147,329.7786858,9.208055312
#06961,262.03332,4081.174274,1.670099011,480.9717884,17,115.6294596,2840.801776,8.087632321
#06962,360.9732587,2313.106843,1.405652522,455.6629628,13,33.6109143,144.3270032,4.215970196
#06963,591.3747061,3155.442601,2.919390071,739.0873649,4,193.0051567,1294.644199,2.44675941
#06964,225.2993426,3777.095216,1.073263901,1006.716651,16,73.13539355,1560.935387,9.00801038
#06965,462.5059792,4088.213495,1.085900862,750.5594148,9,39.24997071,2512.731851,9.933169942
#06966,575.3477286,2104.05874,2.763882057,396.9469799,4,123.642283,2363.237393,1.858922191
#06967,138.9559032,2256.096963,1.227805006,608.1317555,16,63.35583502,155.3940689,4.115446344
#06968,307.6629673,2741.651595,2.401751992,841.8751494,6,74.23362538,569.7509606,2.043735205
#06969,552.6600647,3440.654841,2.362106555,828.2138338,6,121.3329243,3861.269346,9.864076083
#06970,401.8585553,3574.362253,1.716759551,252.7809188,14,118.9251411,1353.38413,2.891932935
#06971,716.2786097,3180.279049,2.474466864,499.3746027,17,166.6190774,4420.930751,7.691279632
#06972,232.0904659,2159.280484,1.710115853,718.7393905,16,16.17356042,2741.468144,1.905691974
#06973,471.2529872,3566.344645,2.261354764,500.0575322,12,18.06635251,1011.545771,8.730178167
#06974,821.2250244,2174.234597,2.727412457,609.0417276,13,171.7401619,61.44909862,4.293599515
#06975,143.6265474,2996.25458,1.613860045,247.264395,6,54.59422754,2490.926947,7.70410512
#06976,895.0329857,3883.888806,1.105896324,355.6547396,10,148.6533898,2710.923756,9.742547714
#06977,447.7986391,2937.359854,1.34420851,854.49705,3,142.0423739,3174.469008,4.728373178
#06978,480.360454,2244.406953,1.048985684,531.0354218,8,33.0594631,3191.642748,9.64741392
#06979,636.2724978,3606.884288,2.027312944,309.2550199,16,180.4228468,1905.306645,4.674599521
#06980,542.2917378,2448.134252,2.871524027,832.9034746,7,115.7422756,2953.438599,2.424861493
#06981,823.426883,4750.019988,2.812174837,835.8713903,12,73.16234181,3629.328344,6.676496478
#06982,187.4534562,2916.664662,1.196913809,639.6748806,13,189.3474059,3163.99569,6.057803176
#06983,130.7747293,3258.240149,1.471245131,251.6171281,19,194.4777524,635.2419411,4.364113801
#06984,264.2211846,3820.081285,2.262097501,336.2506902,14,59.01981107,2240.224299,7.334996082
#06985,997.8155404,3766.739242,1.687992773,718.4418134,13,45.33946249,2559.477758,1.639509994
#06986,99.76555182,4990.028311,1.630432971,512.7352193,3,83.46326617,4698.055684,5.917413897
#06987,530.9213575,2031.806674,1.656414898,875.4141954,0,114.2397698,4550.994099,4.267690912
#06988,773.6073545,3198.279468,1.009873226,738.5664259,13,192.8531881,3696.092019,1.226979125
#06989,832.7635572,2420.851727,1.20433687,463.5399645,6,183.9913166,56.19227799,2.430767669
#06990,957.4672683,4810.922002,1.480188311,700.4918277,4,25.94399581,4550.000286,3.234626558
#06991,995.1717336,4899.34905,2.304104659,520.9571502,6,140.4486283,1139.745879,6.678592462
#06992,552.7039015,2998.753014,2.883605389,418.1568813,16,169.6098004,3693.697229,6.611864349
#06993,241.5460541,3853.872339,2.429678077,845.9568391,11,152.8652938,2712.216162,7.014996645
#06994,520.3765471,2406.3257,2.586906961,147.5514849,7,150.9195462,2322.796845,1.132971205
#06995,736.2961504,4648.161253,1.468651384,816.7187343,18,69.90683929,4557.158115,1.79304707
#06996,477.1910349,3289.981805,1.270023222,236.6496157,18,17.45023447,896.0981427,7.212575027
#06997,273.0378873,3560.63638,1.767363949,266.1630197,4,198.552833,2445.000462,2.756191193
#06998,822.2709319,2433.446809,1.238456718,512.6700341,14,141.8571439,4991.062875,4.404764907
#06999,829.2857735,4571.949118,1.307765329,329.3569442,0,132.228341,2301.135951,1.480853019
#07000,551.0972434,3632.016092,1.639083015,352.8791425,0,140.3037148,113.574502,1.882408527
#07001,601.958443,4212.116034,2.637246928,756.3091187,5,97.88040554,4953.793928,4.312632208
#07002,514.0206331,3298.055825,2.558932005,594.7426162,13,184.3089125,4229.463048,2.570572116
#07003,782.3551921,3607.294796,1.719213536,909.8908295,5,58.689739,3849.219545,3.75706911
#07004,887.1911194,2260.769731,2.456497922,607.5111363,8,124.7575045,1777.959392,6.758436134
#07005,3.009908551,3670.52674,2.684245077,409.3775841,9,178.470354,4161.917345,6.790625644
#07006,973.6533693,3134.333088,2.407110437,357.7505663,8,144.7101297,1543.660029,6.229277953
#07007,344.7766162,4707.163361,1.56008382,934.9712943,16,176.8752915,4298.571184,9.195452586
#07008,399.7282143,3861.516793,2.597495434,882.8103743,14,106.2705764,3113.787902,3.469538705
#07009,368.3155172,2822.192825,2.050480471,447.8795139,1,133.0307721,1633.740004,1.011194656
#07010,844.5190199,2446.362766,2.209951605,644.6990064,10,165.491176,1555.394099,8.124370895
#07011,737.0558463,4062.8865,1.135621249,317.4968604,7,193.8448578,837.840749,2.594894072
#07012,179.7319817,4288.256593,1.950119966,673.5874931,1,127.6684004,4230.908961,1.447681695
#07013,408.6854622,2893.529866,2.342889268,347.2567305,12,42.24882567,3001.693381,6.048010332
#07014,3.72400483,4042.036314,2.658534223,432.6594204,15,146.4110295,2414.245761,9.521870205
#07015,803.3102079,4965.20593,2.251071442,967.4690439,4,160.035982,3189.291126,3.936154355
#07016,237.0441957,3404.000947,2.155632166,873.2218999,6,109.2203443,4095.412729,5.106445928
#07017,83.9336736,2688.832732,2.449168701,148.6881613,5,84.89161786,1033.718015,1.516354719
#07018,661.1081997,2910.321677,2.174937545,294.0952115,18,12.77831185,1334.480118,7.557358273
#07019,219.8765106,2162.134298,1.852347128,644.1552515,10,126.7388303,3960.353439,4.843196362
#07020,549.458676,4656.256051,1.676250217,537.3993872,12,50.12187628,2709.981414,2.025708343
#07021,162.0436994,3015.620084,1.236839672,274.2973081,9,101.3497057,3134.338845,4.41987225
#07022,790.3182444,4354.866757,2.523371444,292.3324504,17,112.7535175,2744.445193,4.917841433
#07023,981.9915517,4411.331339,2.047106009,865.4803147,12,189.4796185,418.5169134,9.24850283
#07024,108.3845661,4492.118932,2.83387162,432.3237158,8,61.80070783,4684.704079,8.127274563
#07025,841.5711983,2758.910933,2.563687899,180.4831253,6,72.64203345,2687.171262,7.911778864
#07026,490.2997625,2098.081039,2.734428294,562.9149805,5,52.27325038,1588.687537,9.494407828
#07027,52.35945443,4725.343957,1.089046607,344.5828859,6,50.07755281,445.5351682,4.572420427
#07028,521.7862874,3075.685269,1.2538565,284.8394801,11,106.5334544,2603.764858,2.266303239
#07029,482.4409963,4413.636275,1.921464743,385.9338131,9,158.1451969,3325.135338,5.674460985
#07030,891.5215899,4986.459115,1.280317396,952.114806,11,53.70644629,681.5793685,8.623537163
#07031,341.0513954,2262.950995,2.33320396,628.8051887,5,176.869096,2179.680963,6.307886568
#07032,757.7346744,4400.960336,1.297605325,800.6642543,6,171.5939899,2905.688276,1.107238596
#07033,133.173704,3325.181441,1.302469567,437.8765059,10,27.13182786,837.1065201,7.178020403
#07034,389.1147493,2339.133534,1.771141526,237.3202282,2,69.72395578,4254.105084,8.721748213
#07035,539.8194776,4232.004407,1.718095356,177.7478965,18,50.80251008,4681.105704,8.236580773
#07036,182.340783,4606.109953,2.037969426,172.8147541,6,83.42536981,4717.048383,7.338853179
#07037,198.5722598,2106.216851,1.7055387,857.4495024,1,32.11708658,3431.227698,1.497171061
#07038,246.0955408,4657.612693,1.38333176,873.4183693,3,150.1912757,3143.641523,8.066442236
#07039,743.0536502,3218.282534,2.676227358,316.4176854,7,22.39278825,4073.958144,2.571970643
#07040,943.547415,2984.872166,1.127221697,678.1863659,17,95.43154273,664.6882765,7.039469396
#07041,128.0281396,2065.380333,2.139083264,818.8433921,11,118.1889443,2566.836324,6.752911734
#07042,548.3920002,2715.615134,1.788428484,217.9160132,1,168.805504,4616.262554,6.672340536
#07043,147.9566711,3639.766849,2.645958525,740.3599397,19,75.73779572,1790.651977,9.672657527
#07044,55.20158048,2067.529492,2.405212346,299.253481,0,180.0817807,1691.552713,2.673773733
#07045,40.41761527,3622.683997,1.026573,890.1997522,13,189.5293503,3790.088621,4.901542027
#07046,429.4775767,3177.186221,1.598533445,203.3152162,10,152.7270333,4742.805512,8.637831025
#07047,425.8974365,2519.62781,1.884041831,320.6308645,7,43.13714581,3411.724597,2.938163844
#07048,664.5282446,2938.000166,2.687661006,204.8530648,19,134.855655,3616.700133,3.377197176
#07049,390.5418282,4037.403893,1.317677384,381.2727672,13,39.30137828,3642.337866,3.429952929
#07050,230.4867032,2391.321579,1.230433792,526.4350879,4,11.25415083,2497.657593,1.982712982
#07051,97.20700219,2130.196943,1.852797063,679.482729,13,66.04416803,802.050555,3.689859907
#07052,571.5866021,3471.494885,1.862392669,716.6341926,5,44.69977695,467.1651531,6.869846385
#07053,218.1211917,3231.763852,2.400178544,954.8554099,9,131.584881,2152.531264,4.243837633
#07054,377.7733657,2833.375228,2.1152056,594.6855143,5,165.659758,602.5780415,3.825724797
#07055,18.51280812,3963.343689,1.174948973,489.1869136,11,60.50979632,855.039268,5.52185335
#07056,249.7930167,2376.929895,1.58118449,717.3471562,1,192.1167945,4528.881669,6.638326665
#07057,651.3518075,2169.160972,2.135173904,203.8130767,8,33.16273963,4285.294651,6.262779163
#07058,124.0146764,4652.434449,1.432276406,833.5062672,7,56.78023036,1004.327492,2.538505034
#07059,661.6940288,2327.121286,1.433936302,847.0329767,12,45.40136031,4032.255975,9.64987328
#07060,860.5604125,2362.54589,2.497075024,261.686906,9,30.17623176,380.5228697,4.454844434
#07061,869.499558,2138.739084,2.482121006,521.1418296,8,51.81699332,1449.977923,3.132754964
#07062,158.2384533,4871.375447,2.656484489,346.9676102,17,151.7549443,4563.985026,6.886895585
#07063,467.8653198,3624.300437,1.507626956,958.4133406,18,197.9943329,3058.633449,4.221202269
#07064,894.6690934,2970.970814,2.430195975,698.9239913,9,58.29783697,2118.374374,9.788334134
#07065,730.1962741,2776.586863,2.245753469,356.5295332,1,183.9221974,3017.128219,4.578822415
#07066,866.5199921,3955.783224,1.273333032,991.3943389,6,143.6560789,4002.903886,4.145683862
#07067,387.5061193,3609.396629,2.228455035,754.4765185,5,66.55221366,359.4560218,8.219233897
#07068,499.5136517,3028.933056,2.430202824,869.7714987,12,126.4430414,2720.720592,6.730378415
#07069,895.2189388,2344.34384,2.0587156,200.4760158,2,37.72685754,1837.844992,9.753125476
#07070,429.5846971,2493.469585,2.843045986,648.2585476,3,159.4367583,3481.001038,4.378157697
#07071,670.4975362,3473.515366,1.100292867,930.9483326,4,24.02708853,2308.056166,5.8089707
#07072,425.1661812,3940.377711,1.715828638,720.0772173,8,175.833522,1523.22157,8.343115616
#07073,708.2984738,4786.354205,1.312970915,993.1388636,7,142.2235202,650.9099445,9.320732631
#07074,613.6115909,3287.718448,1.516181613,208.1994435,16,150.2740633,2411.281447,1.431865425
#07075,442.1618897,2154.06089,1.913704167,596.5950979,15,123.611025,3338.591811,1.195061246
#07076,549.472976,2543.350335,2.943390467,181.1331304,15,168.0947314,4756.079258,3.454928362
#07077,598.5507448,3095.192385,2.164773067,244.4786059,17,146.999908,825.6714894,8.534918242
#07078,879.1791444,2711.823391,2.215030397,798.9562398,2,90.31472966,3868.655599,3.852618497
#07079,677.1943176,2887.690614,2.665977703,217.3252638,9,180.3768569,1290.917025,8.886899136
#07080,714.0407187,3522.330202,2.99906332,227.6371014,12,75.73753776,1215.783209,2.616672596
#07081,969.9566653,4411.047999,1.979650555,962.8093259,8,131.8008147,491.5718212,8.591287016
#07082,68.59409521,2003.337503,1.24925526,592.9076136,19,85.62787452,3990.674777,5.247704678
#07083,188.4259499,3929.637904,2.105234395,472.0034391,1,125.2647635,3449.543347,3.897811034
#07084,318.8041708,3498.163206,1.104938933,289.1891284,12,61.48791845,1758.60268,9.484602115
#07085,946.1212763,2339.924058,2.307675677,380.3432352,19,157.365089,2082.135237,2.211343057
#07086,229.3264707,2712.9002,1.127786784,528.9653202,19,38.18441697,1393.295938,2.358081015
#07087,565.5294782,4106.200418,1.726577475,443.0584809,2,176.0811313,2396.007773,7.411355884
#07088,118.6433693,4683.391215,1.017414371,689.1344182,17,73.44317336,472.1405514,7.279466422
#07089,271.3965365,4705.682833,1.082081629,198.3771005,14,121.2651034,3714.407631,5.757012892
#07090,276.833605,3069.435491,1.352814398,691.6831164,0,151.9579016,3544.735392,5.105012026
#07091,708.7577967,3794.667535,2.885009327,595.7660061,19,180.7924453,4007.033988,9.873617726
#07092,109.7202529,3208.370052,1.708403143,735.4391293,4,40.56482857,200.1239955,7.053926789
#07093,757.2275096,3294.35113,2.165650266,528.2027983,4,178.7490607,929.0431081,9.695444091
#07094,304.2426396,2528.206566,1.825174346,336.9797789,15,80.79834667,3604.749056,4.010968615
#07095,733.7369517,3642.312109,1.528820799,392.5509063,8,42.17352286,378.2181599,9.630205749
#07096,367.1945543,2776.15724,1.317575506,142.4493603,9,28.1340997,188.7655614,2.120942148
#07097,426.9746577,4161.02956,2.513669301,668.3038491,7,11.76194898,2387.379283,5.694191825
#07098,126.7049291,4911.82497,2.419537866,513.7611915,14,114.3344558,1862.909419,3.900728102
#07099,107.7350677,2843.322363,1.361370246,688.3510752,16,73.02473185,1010.4011,4.00332337
#07100,542.2999986,3583.444545,1.236600608,953.8069014,4,44.63377136,146.5684375,8.846809424
#07101,637.4330833,4151.724109,1.52874666,554.6039096,14,172.7908299,1341.277647,7.984142824
#07102,93.03853966,4165.765572,2.21292026,1021.760343,12,43.19814388,77.68206306,4.488419987
#07103,140.2928115,3959.692579,1.601385881,452.2844804,19,115.5175438,2276.426385,7.713976093
#07104,33.41030827,2794.433834,1.250056143,603.6161049,19,100.205748,2525.664759,5.040213722
#07105,163.2462892,3667.85986,2.725284374,324.1952063,11,42.6029479,3572.891829,2.047919266
#07106,223.3549434,4143.977138,2.705237127,659.0157783,6,168.864546,2071.101198,8.130855642
#07107,691.0123924,3498.709386,2.855169373,805.1908732,7,163.8340188,4865.983066,9.977262443
#07108,66.14943257,4723.314259,1.8059637,295.5203544,2,152.3429837,3295.694234,7.918365858
#07109,687.7191026,4249.296386,1.788517349,253.166406,17,87.35921935,3997.043212,7.693179444
#07110,406.0230452,4792.671218,2.627409167,397.4113692,7,129.5403457,4355.04373,9.596607704
#07111,143.8107696,3697.964984,2.540745039,1003.375507,17,54.53008228,3050.99797,5.196865832
#07112,982.3468441,2223.368168,2.739178769,160.1020965,9,87.92656194,4251.213146,8.04305339
#07113,504.7647531,4658.712691,1.282600774,423.3300505,8,157.8026133,1320.742957,7.927664389
#07114,294.8900933,4594.118255,2.455210762,571.3263007,1,70.98700062,63.65774048,6.531790583
#07115,56.44966627,2621.375873,1.762861933,883.4784722,19,102.9320294,1335.512805,5.145180484
#07116,315.0073224,2683.983518,2.025787807,771.0275615,16,168.434991,1440.121297,7.853737424
#07117,612.8437751,3659.886792,1.077489934,568.6972785,14,102.934624,2593.632356,7.44505948
#07118,246.527139,2156.095032,2.136693766,445.1697475,1,195.3880019,4364.240938,6.938655746
#07119,569.6722095,2355.719916,2.339224411,810.6972158,1,199.6008095,948.0197177,4.336333503
#07120,278.9998483,3031.811338,1.095591988,426.4203712,15,166.13005,1802.825365,9.18894075
#07121,45.40997299,3582.560985,2.67496729,480.7344377,13,101.7434775,4905.393126,9.087293054
#07122,413.7530956,4842.671938,1.718324643,949.5539419,14,150.6957679,3545.662507,2.630169923
#07123,357.2636674,3796.856747,2.314310926,996.6845155,9,66.3100587,4306.972081,9.11828216
#07124,246.6442694,2266.821662,1.030579125,287.0386758,13,118.4868169,367.7952463,3.003520366
#07125,529.4428597,3787.875122,1.454974238,362.5338167,5,165.4056979,2065.729455,7.178053977
#07126,390.2332015,3803.105407,2.379048168,254.9446898,4,141.3804731,3942.962408,7.369475595
#07127,949.9955223,4696.161877,1.447553608,246.3829084,11,133.0978068,1002.531495,1.321649399
#07128,621.6078943,2771.612328,1.859066683,261.8099552,9,156.1693568,4782.558964,9.229780162
#07129,358.7959888,3588.572494,1.874667621,328.2874705,16,153.3957296,3121.671267,6.001201073
#07130,215.1223568,2886.543454,2.854293397,398.8164187,18,60.35510115,2246.339332,8.535345324
#07131,665.4587348,2534.397456,1.385731914,309.1915159,8,110.3993449,4497.333944,1.690815999
#07132,920.2085904,4164.528653,2.765703474,282.3682448,5,74.23538504,2501.65164,7.215972009
#07133,627.4859976,4206.855979,2.557388644,751.2087816,2,96.66636653,385.6880059,9.34752966
#07134,829.5628504,4483.586344,2.246032673,935.2705798,2,155.3554817,1416.042743,7.603228769
#07135,684.5444424,2696.857543,2.660805217,799.3200148,19,50.31400371,3483.002312,4.262964863
#07136,947.234323,3560.676154,2.335455904,719.057248,18,87.59164616,2264.935092,7.753308192
#07137,407.8016972,3351.706369,2.60718051,879.7055242,16,88.94206113,3779.80776,2.098959191
#07138,772.9525229,4562.809406,2.352082046,917.8503375,4,129.67585,3691.531391,7.470252699
#07139,509.6767828,3835.347662,2.552602951,168.7447408,8,38.43062902,2358.770003,4.036390563
#07140,50.44197569,3032.133784,1.84538949,139.3749648,11,156.4911429,3454.286929,6.594978329
#07141,14.24897801,4834.996829,2.689185109,354.1407999,6,63.25304249,4926.730467,2.993636644
#07142,425.6983416,3606.394135,1.662620809,292.4383769,13,178.8946758,3545.807765,8.814629356
#07143,660.3144161,4498.954116,2.793014051,152.6087388,18,96.54232246,2323.278024,9.984371951
#07144,863.4092648,2428.811874,2.645755288,577.8327359,4,70.09509913,3014.631267,2.875570644
#07145,33.59053657,3030.603604,1.866674597,663.0750796,2,127.3909219,3945.360171,5.181284275
#07146,941.9022572,4202.146675,1.869775151,525.0949383,18,33.18817458,971.8272202,8.177003541
#07147,884.8757515,3691.390692,1.789808376,255.6871159,10,176.7867969,2579.561564,8.338775639
#07148,873.7435874,4918.142798,2.862124064,690.0597797,9,21.37123158,1182.26727,9.774490005
#07149,643.0271112,2213.969828,1.729543623,296.6675983,14,85.62736534,1228.052511,1.086898995
#07150,467.1914043,2030.672475,1.016893069,879.9227297,12,150.7002336,3270.434299,9.668635137
#07151,804.1899501,4866.694581,2.390888816,804.8792422,11,173.6395306,3330.753164,6.428854321
#07152,206.968025,2967.143594,1.58923559,305.7154937,19,139.6059188,298.3801859,6.172392052
#07153,292.9992824,2265.564864,2.100129274,703.9237621,10,27.90997868,1629.080032,1.886659522
#07154,173.5206066,2356.110251,1.698512065,833.8940451,5,51.85918554,4642.485128,1.304123223
#07155,997.9838303,4569.071753,2.587332196,417.645295,3,171.4269518,2416.107369,2.22805508
#07156,192.9891025,3324.956526,2.076070595,666.1066691,16,126.6281925,4948.527941,1.758876457
#07157,701.0501677,2894.514672,2.810507542,545.8210032,7,30.85359868,4895.645824,5.788870719
#07158,462.6101974,3051.804607,1.280310171,934.0815369,6,22.30866761,447.6165823,3.165132297
#07159,34.26198964,4559.064383,2.275071198,760.5367065,11,151.015673,3575.790588,6.962398958
#07160,82.1822731,3306.436355,2.73256044,249.014206,13,71.90743822,3988.944887,4.647028728
#07161,929.4989361,3363.173625,2.13988905,317.9920735,19,110.4756363,4322.011274,2.028841581
#07162,744.7981449,2100.009571,1.615366262,306.2080952,6,85.84466646,578.754915,8.778733889
